analysis,domain,outcome,exposure,term,k,coef,se,odds_ratio,ci_low,ci_high,q,tau2,i2_pct,status,omitted_cohort
domain_outcome,good_self_rated_health,next_good_srh,social_participation,social_participation,5,0.1759022067280303,0.09068155224051162,1.192321451933062,0.9981680444194571,1.4242395884017678,181.33770124678375,0.03962996391327282,97.79417078053925,ok,CHARLS
domain_outcome,good_self_rated_health,next_good_srh,social_participation,social_participation,5,0.1780962446391815,0.09715192516381996,1.1949403223007573,0.9877540705347617,1.4455849046384532,291.67124505382844,0.046007100131149954,98.62859295599681,ok,ELSA
domain_outcome,good_self_rated_health,next_good_srh,social_participation,social_participation,5,0.1563484766643243,0.10466502767201365,1.169233582723322,0.95237636819828,1.4354694389932516,301.5562560694793,0.053375461225377986,98.67354766499078,ok,HRS
domain_outcome,good_self_rated_health,next_good_srh,social_participation,social_participation,5,0.11389150795895873,0.10758957620007827,1.1206305387943039,0.9075704714268863,1.3837083113821644,311.9834630317648,0.056460704001839,98.71788076165026,ok,KLoSA
domain_outcome,good_self_rated_health,next_good_srh,social_participation,social_participation,5,0.19452629490470405,0.0946568382958614,1.2147354238173096,1.0090395036008912,1.4623631132485975,291.61588380518396,0.043936410175449546,98.62833260390157,ok,MHAS
domain_outcome,good_self_rated_health,next_good_srh,social_participation,social_participation,5,0.09664612137843293,0.0682468956683964,1.1014705177757274,0.9635626266409844,1.2591161881802324,88.07007077884026,0.021784158510364842,95.45816193330342,ok,SHARE
domain_outcome,no_adl_limitation,next_no_adl_limitation,internet_use,internet_use,3,0.42604498885703385,0.04069653962454634,1.5311896600564168,1.4137981004736122,1.658328564933197,10.414226501658435,0.003842766266051956,80.79550123399461,ok,CHARLS
domain_outcome,no_adl_limitation,next_no_adl_limitation,internet_use,internet_use,3,0.45413545143189044,0.02994827760658787,1.5748112934737266,1.485032752137622,1.6700174501084408,5.030285275423952,0.0015205758816948518,60.240823522052835,ok,ELSA
domain_outcome,no_adl_limitation,next_no_adl_limitation,internet_use,internet_use,3,0.4022254373843992,0.02419013589168996,1.4951483570205675,1.4259136569516784,1.5677447218510359,2.1040583241821853,0.00011565318183822205,4.945600746245052,ok,HRS
domain_outcome,no_adl_limitation,next_no_adl_limitation,internet_use,internet_use,3,0.4274564819807408,0.05295160751923342,1.533352449754992,1.382192948818518,1.70104306868255,8.165195854757,0.006189206099570488,75.5057926891636,ok,SHARE
domain_outcome,no_adl_limitation,next_no_adl_limitation,social_participation,social_participation,5,0.29496154892377285,0.09356636649131246,1.3430747150251598,1.11803364768663,1.6134127035195538,114.62002768421013,0.04171611082810036,96.51020848553587,ok,CHARLS
domain_outcome,no_adl_limitation,next_no_adl_limitation,social_participation,social_participation,5,0.317780545069905,0.076599880529435,1.3740746806741093,1.182516481620428,1.5966637737533913,111.62748478494456,0.02772775900278501,96.41665311396545,ok,ELSA
domain_outcome,no_adl_limitation,next_no_adl_limitation,social_participation,social_participation,5,0.3043552336232622,0.08274335520902215,1.3557505787484174,1.1527821221823806,1.5944553583958778,114.30431213024659,0.032336827335882154,96.5005694663189,ok,HRS
domain_outcome,no_adl_limitation,next_no_adl_limitation,social_participation,social_participation,5,0.21204033301245914,0.06836890597240138,1.2361977436520202,1.0811629607620232,1.413463942876154,93.96150655533528,0.02209920752867596,95.7429375638583,ok,KLoSA
domain_outcome,no_adl_limitation,next_no_adl_limitation,social_participation,social_participation,5,0.3055257307039936,0.08114908611507866,1.3573384099376422,1.1577442755652574,1.5913424043427284,116.46433682949734,0.031111991377795314,96.56547222189059,ok,MHAS
domain_outcome,no_adl_limitation,next_no_adl_limitation,social_participation,social_participation,5,0.24048526257057115,0.06370146497902651,1.2718661896528638,1.1225808796868182,1.4410040591760216,54.67402811358241,0.018300248590011656,92.68391201817029,ok,SHARE
domain_outcome,no_multimorbidity,next_no_multimorbidity,internet_use,internet_use,3,0.2304878446347286,0.06438905172299775,1.2592141609845595,1.1099170727039587,1.4285934888461447,17.531340869832363,0.010235875658490297,88.59185948838878,ok,CHARLS
domain_outcome,no_multimorbidity,next_no_multimorbidity,internet_use,internet_use,3,0.23079870469574887,0.05961537546074062,1.2596056612232223,1.1206989675184515,1.4157293508521664,17.637039001403792,0.009164533782083864,88.66022805845803,ok,ELSA
domain_outcome,no_multimorbidity,next_no_multimorbidity,internet_use,internet_use,3,0.26296963233214143,0.04484001027534293,1.3007872164777836,1.191345346946182,1.4202828649889854,4.453947152570483,0.0033440454520356285,55.09600964066781,ok,HRS
domain_outcome,no_multimorbidity,next_no_multimorbidity,internet_use,internet_use,3,0.17102668661898698,0.024573659296550896,1.1865224128707612,1.1307287251636928,1.2450691354293173,0.7888501618154732,0.0,0.0,ok,SHARE
domain_outcome,no_multimorbidity,next_no_multimorbidity,social_participation,social_participation,5,0.08004813303101294,0.07471555123460137,1.0833392108198765,0.9357617763089291,1.2541908372546913,54.702976882287814,0.025234561615533523,92.68778368568977,ok,CHARLS
domain_outcome,no_multimorbidity,next_no_multimorbidity,social_participation,social_participation,5,0.09398662583355209,0.06849410142152938,1.0985450536945272,0.9605379249586616,1.2563806213571924,78.01194625236758,0.02160023529657873,94.87258017245198,ok,ELSA
domain_outcome,no_multimorbidity,next_no_multimorbidity,social_participation,social_participation,5,0.07915045450503369,0.07249395507303429,1.082367156835242,0.9390019740953544,1.2476210854873444,81.78626075345514,0.02405716186644228,95.10920298452326,ok,HRS
domain_outcome,no_multimorbidity,next_no_multimorbidity,social_participation,social_participation,5,0.044854835411908364,0.07248656543122978,1.0458760247261134,0.9073574248099195,1.2055410901895112,85.3899972395127,0.024241480951248128,95.31561057581453,ok,KLoSA
domain_outcome,no_multimorbidity,next_no_multimorbidity,social_participation,social_participation,5,0.08180039057970917,0.07258080788525818,1.0852391642475665,0.9413333108935634,1.2511445520808986,79.07222901031666,0.02401510427180987,94.94133395496146,ok,MHAS
domain_outcome,no_multimorbidity,next_no_multimorbidity,social_participation,social_participation,5,0.023925095219674918,0.033533359391137586,1.0242135965228052,0.9590612963592174,1.0937919143275183,10.125935336345503,0.003211498753412459,60.49747636010859,ok,SHARE
domain_outcome,not_depressive,next_not_depressive,internet_use,internet_use,3,0.32056342843330193,0.019626281141952178,1.3779038959014374,1.3259058913269341,1.4319411043873316,3.720301571104298,0.0005196978154706115,46.24091725428755,ok,CHARLS
domain_outcome,not_depressive,next_not_depressive,internet_use,internet_use,3,0.32889315002012803,0.022507693574117558,1.3894293871537764,1.3294669475969179,1.4520962897016925,4.849779007040541,0.0008471246893826872,58.761007520207585,ok,ELSA
domain_outcome,not_depressive,next_not_depressive,internet_use,internet_use,3,0.3129367956359092,0.021594646209820174,1.3674351004302805,1.3107654624769927,1.4265547936815524,2.474509691557342,0.0003417524998577739,19.17590758186554,ok,HRS
domain_outcome,not_depressive,next_not_depressive,internet_use,internet_use,3,0.34679823714649555,0.016582172536192673,1.4145312967061512,1.3692966022499065,1.4612603186727307,0.5493925419237808,0.0,0.0,ok,SHARE
domain_outcome,not_depressive,next_not_depressive,social_participation,social_participation,5,0.1842862387929675,0.06663525267897868,1.2023599359014998,1.0551481077231042,1.370110418508599,96.65152081482282,0.020996717737706037,95.86142052781176,ok,CHARLS
domain_outcome,not_depressive,next_not_depressive,social_participation,social_participation,5,0.1837783009419837,0.06034401341000925,1.2017493668582402,1.0676970450976226,1.3526323289694349,118.07835902870588,0.017386320793126745,96.61241904706046,ok,ELSA
domain_outcome,not_depressive,next_not_depressive,social_participation,social_participation,5,0.18698484612489313,0.06213133963852427,1.205609015263051,1.0673803979294263,1.3617386083753493,110.58712632562941,0.01822272010712783,96.3829424518892,ok,HRS
domain_outcome,not_depressive,next_not_depressive,social_participation,social_participation,5,0.14301657286107708,0.05944342676887274,1.1537489224281763,1.0268619039201647,1.2963150847474323,109.27932562315333,0.016706502774462374,96.3396553033335,ok,KLoSA
domain_outcome,not_depressive,next_not_depressive,social_participation,social_participation,5,0.20376254633604748,0.05497613754592495,1.2260069990357843,1.1007693195343975,1.365493328175704,87.89104660722231,0.014062744268091676,95.44891072025156,ok,MHAS
domain_outcome,not_depressive,next_not_depressive,social_participation,social_participation,5,0.14267438721751183,0.043603705616381425,1.1533541936497547,1.0588793418621227,1.2562582377612248,37.95575297118604,0.00830462145490142,89.46141312744716,ok,SHARE
